a,b
7.1,60.902732849121094
7.2,61.050228118896484
7.3,61.201683044433594
7.4,61.35361862182617
7.5,61.50775909423828
7.6,61.666168212890625
7.7,61.82658386230469
7.8,61.99010467529297
7.9,62.157100677490234
8.0,62.325923919677734
8.1,62.49725341796875
8.2,62.67259216308594
8.3,62.85112762451172
8.4,63.033782958984375
8.5,63.22202682495117
8.6,63.416160583496094
8.7,63.61500930786133
8.8,63.81827926635742
8.9,64.02586364746094
9.0,64.23869323730469
9.1,64.45643615722656
9.2,64.67985534667969
9.3,64.91041564941406
9.4,65.14617156982422
9.5,65.38749694824219
9.6,65.63229370117188
9.7,65.88252258300781
9.8,66.14147186279297
9.9,66.40787506103516
10.0,66.68034362792969
